ID,BackToBack,Home,Team1OffenseRanking,Team1DefenseRanking,Team2OffenseRanking,Team2DefenseRanking,Team1LastNRecord,Team2LastNRecord,ConsensusSpread,ConsensusTotal,AgainstTheSpread,AgainstTheTotal
12-03-2013 => SAC vs OKC,-10.00,10.00,5.62,4.71,7.75,5.46,0.30,0.80,2.57,8.32,9.64,1.61
12-03-2013 => TOR @ GSW,-10.00,-10.00,4.34,5.76,6.25,4.50,0.30,0.40,2.72,8.32,4.29,9.82
12-03-2013 => GSW vs TOR,-10.00,10.00,6.25,4.50,4.34,5.76,0.40,0.30,7.28,8.32,5.71,9.82
12-04-2013 => DEN @ CLE,10.00,-10.00,7.91,5.23,1.93,4.34,0.80,0.20,6.00,8.30,0.01,0.01
12-04-2013 => CLE vs DEN,-10.00,10.00,1.93,4.34,7.91,5.23,0.20,0.80,4.00,8.30,10.00,0.01
12-04-2013 => LAC @ ATL,-10.00,-10.00,6.42,6.32,1.89,6.28,0.70,0.40,5.71,8.41,0.01,5.18
12-04-2013 => ATL vs LAC,-10.00,10.00,1.89,6.28,6.42,6.32,0.40,0.70,4.29,8.41,10.00,5.18
12-04-2013 => PHO @ HOU,10.00,-10.00,6.95,3.72,9.71,5.62,0.50,0.80,2.15,8.76,10.00,0.01
12-04-2013 => HOU vs PHO,-10.00,10.00,9.71,5.62,6.95,3.72,0.80,0.50,7.85,8.76,0.01,0.01
12-04-2013 => DET @ MIL,10.00,-10.00,4.94,6.43,0.01,6.05,0.50,0.10,6.28,7.95,6.78,8.75
12-04-2013 => MIL vs DET,10.00,10.00,0.01,6.05,4.94,6.43,0.10,0.50,3.72,7.95,3.22,8.75
12-04-2013 => DAL @ NOP,10.00,-10.00,4.86,5.89,10.00,3.18,0.50,0.70,4.29,8.57,8.92,1.25
12-04-2013 => NOP vs DAL,-10.00,10.00,10.00,3.18,4.86,5.89,0.70,0.50,5.71,8.57,1.08,1.25
12-04-2013 => IND @ UTA,-10.00,-10.00,4.82,9.45,3.25,4.77,0.80,0.30,7.43,7.68,5.36,3.22
12-04-2013 => UTA vs IND,-10.00,10.00,3.25,4.77,4.82,9.45,0.30,0.80,2.57,7.68,4.64,3.22
12-04-2013 => OKC @ POR,10.00,-10.00,7.31,6.12,7.83,5.31,0.90,0.90,4.29,8.49,1.79,8.39
12-04-2013 => POR vs OKC,-10.00,10.00,7.83,5.31,7.31,6.12,0.90,0.90,5.71,8.49,8.21,8.39
12-05-2013 => NYK @ BKN,-10.00,-10.00,1.79,5.07,2.23,3.40,0.00,0.20,5.43,7.83,10.00,7.32
12-05-2013 => BKN vs NYK,-10.00,10.00,2.23,3.40,1.79,5.07,0.20,0.00,4.57,7.83,0.01,7.32
12-05-2013 => LAC @ MEM,10.00,-10.00,5.80,5.93,2.23,7.68,0.60,0.60,5.00,7.95,10.00,1.25
12-05-2013 => MEM vs LAC,-10.00,10.00,2.23,7.68,5.80,5.93,0.60,0.60,5.00,7.95,0.01,1.25
12-05-2013 => MIA @ CHI,-10.00,-10.00,5.04,8.69,3.22,6.45,0.90,0.40,6.14,7.75,0.01,7.32
12-05-2013 => CHI vs MIA,-10.00,10.00,3.22,6.45,5.04,8.69,0.40,0.90,3.86,7.75,10.00,7.32
12-06-2013 => PHI @ CHA,-10.00,-10.00,6.52,0.01,0.01,9.62,0.20,0.40,3.00,8.20,0.01,3.04
12-06-2013 => CHA vs PHI,-10.00,10.00,0.01,9.62,6.52,0.01,0.40,0.20,7.00,8.20,10.00,3.04
12-06-2013 => MIL @ WAS,-10.00,-10.00,0.09,5.34,3.08,7.24,0.10,0.70,2.29,7.95,10.00,10.00
12-06-2013 => WAS vs MIL,-10.00,10.00,3.08,7.24,0.09,5.34,0.70,0.10,7.71,7.95,0.01,10.00
12-06-2013 => CLE @ ATL,-10.00,-10.00,1.52,5.52,2.19,6.30,0.30,0.50,3.29,8.08,0.01,5.54
12-06-2013 => ATL vs CLE,-10.00,10.00,2.19,6.30,1.52,5.52,0.50,0.30,6.71,8.08,10.00,5.54
12-06-2013 => DEN @ BOS,-10.00,-10.00,7.01,5.93,2.46,7.20,0.80,0.50,6.14,8.28,0.01,6.25
12-06-2013 => BOS vs DEN,-10.00,10.00,2.46,7.20,7.01,5.93,0.50,0.80,3.86,8.28,10.00,6.25
12-06-2013 => ORL @ NYK,-10.00,-10.00,4.51,2.95,2.10,6.04,0.20,0.10,3.14,8.08,0.01,8.03
12-06-2013 => NYK vs ORL,10.00,10.00,2.10,6.04,4.51,2.95,0.10,0.20,6.86,8.08,10.00,8.03
12-06-2013 => GSW @ HOU,-10.00,-10.00,6.25,3.88,8.52,5.93,0.40,0.70,3.57,8.82,0.01,0.01
12-06-2013 => HOU vs GSW,-10.00,10.00,8.52,5.93,6.25,3.88,0.70,0.40,6.43,8.82,10.00,0.01
12-06-2013 => OKC @ NOP,-10.00,-10.00,6.87,6.08,10.00,3.47,0.90,0.70,6.57,8.53,10.00,4.11
12-06-2013 => NOP vs OKC,-10.00,10.00,10.00,3.47,6.87,6.08,0.70,0.90,3.43,8.53,0.01,4.11
12-06-2013 => TOR @ PHO,-10.00,-10.00,3.44,5.48,6.65,4.29,0.30,0.60,4.00,8.24,1.08,6.25
12-06-2013 => PHO vs TOR,-10.00,10.00,6.65,4.29,3.44,5.48,0.60,0.30,6.00,8.24,8.92,6.25
12-06-2013 => UTA @ POR,-10.00,-10.00,2.77,4.85,8.03,4.81,0.30,0.90,1.86,8.24,0.01,10.00
12-06-2013 => POR vs UTA,-10.00,10.00,8.03,4.81,2.77,4.85,0.90,0.30,8.14,8.24,10.00,10.00
12-06-2013 => LAL @ SAC,-10.00,-10.00,6.43,4.93,4.51,4.22,0.60,0.20,3.86,8.36,10.00,6.25
12-06-2013 => SAC vs LAL,-10.00,10.00,4.51,4.22,6.43,4.93,0.20,0.60,6.14,8.36,0.01,6.25
12-07-2013 => DEN @ PHI,10.00,-10.00,7.02,5.80,6.67,0.01,0.80,0.20,6.86,8.59,8.21,0.36
12-07-2013 => PHI vs DEN,10.00,10.00,6.67,0.01,7.02,5.80,0.20,0.80,3.14,8.59,1.79,0.36
12-07-2013 => LAC @ CLE,-10.00,-10.00,6.25,6.47,1.13,4.03,0.70,0.30,6.71,8.22,0.01,0.01
12-07-2013 => CLE vs LAC,10.00,10.00,1.13,4.03,6.25,6.47,0.30,0.70,3.29,8.22,10.00,0.01
12-07-2013 => DET @ CHI,-10.00,-10.00,5.65,5.21,3.51,5.71,0.50,0.40,4.43,7.79,10.00,0.01
12-07-2013 => CHI vs DET,-10.00,10.00,3.51,5.71,5.65,5.21,0.40,0.50,5.57,7.79,0.01,0.01
12-07-2013 => GSW @ MEM,10.00,-10.00,6.01,2.36,1.19,7.48,0.30,0.60,5.57,7.97,10.00,3.93
12-07-2013 => MEM vs GSW,-10.00,10.00,1.19,7.48,6.01,2.36,0.60,0.30,4.43,7.97,0.01,3.93
12-07-2013 => MIA @ MIN,-10.00,-10.00,4.70,7.43,7.56,3.03,0.80,0.30,6.86,8.34,10.00,0.01
12-07-2013 => MIN vs MIA,-10.00,10.00,7.56,3.03,4.70,7.43,0.30,0.80,3.14,8.34,0.01,0.01
12-07-2013 => BKN @ MIL,-10.00,-10.00,0.66,2.36,0.30,4.16,0.20,0.20,5.71,7.91,8.92,0.01
12-07-2013 => MIL vs BKN,10.00,10.00,0.30,4.16,0.66,2.36,0.20,0.20,4.29,7.91,1.08,0.01
12-07-2013 => IND @ SAS,-10.00,-10.00,4.76,10.00,8.21,7.22,0.90,0.80,3.86,7.89,10.00,10.00
12-07-2013 => SAS vs IND,-10.00,10.00,8.21,7.22,4.76,10.00,0.80,0.90,6.14,7.89,0.01,10.00
12-07-2013 => SAC @ UTA,10.00,-10.00,5.18,3.11,2.92,2.86,0.20,0.30,4.14,7.99,10.00,10.00
12-07-2013 => UTA vs SAC,10.00,10.00,2.92,2.86,5.18,3.11,0.30,0.20,5.86,7.99,0.01,10.00
12-07-2013 => DAL @ POR,-10.00,-10.00,4.94,5.00,10.00,4.66,0.50,0.90,3.43,8.59,10.00,7.14
12-07-2013 => POR vs DAL,10.00,10.00,10.00,4.66,4.94,5.00,0.90,0.50,6.57,8.59,0.01,7.14
12-08-2013 => BOS @ NYK,-10.00,-10.00,3.87,7.50,3.98,6.87,0.60,0.20,3.29,7.93,10.00,3.22
12-08-2013 => NYK vs BOS,-10.00,10.00,3.98,6.87,3.87,7.50,0.20,0.60,6.71,7.93,0.01,3.22
12-08-2013 => MIA @ DET,10.00,-10.00,5.27,7.87,6.56,6.17,0.80,0.60,6.00,8.12,10.00,8.03
12-08-2013 => DET vs MIA,10.00,10.00,6.56,6.17,5.27,7.87,0.60,0.80,4.00,8.12,0.01,8.03
12-08-2013 => ORL @ HOU,-10.00,-10.00,4.30,1.75,9.83,5.71,0.20,0.70,1.15,8.67,7.50,0.01
12-08-2013 => HOU vs ORL,-10.00,10.00,9.83,5.71,4.30,1.75,0.70,0.20,8.85,8.67,2.50,0.01
12-08-2013 => IND @ OKC,10.00,-10.00,5.81,10.00,8.97,5.12,0.90,0.90,3.72,8.03,0.01,10.00
12-08-2013 => OKC vs IND,-10.00,10.00,8.97,5.12,5.81,10.00,0.90,0.90,6.28,8.03,10.00,10.00
12-08-2013 => TOR @ LAL,-10.00,-10.00,3.60,4.33,7.90,4.96,0.20,0.70,3.14,8.43,10.00,3.57
12-08-2013 => LAL vs TOR,-10.00,10.00,7.90,4.96,3.60,4.33,0.70,0.20,6.86,8.43,0.01,3.57
12-09-2013 => GSW @ CHA,-10.00,-10.00,7.95,2.93,1.08,10.00,0.40,0.50,6.71,8.01,0.01,10.00
12-09-2013 => CHA vs GSW,-10.00,10.00,1.08,10.00,7.95,2.93,0.50,0.40,3.29,8.01,10.00,10.00
12-09-2013 => LAC @ PHI,-10.00,-10.00,5.64,7.33,6.99,0.01,0.60,0.20,7.71,8.61,6.07,0.01
12-09-2013 => PHI vs LAC,-10.00,10.00,6.99,0.01,5.64,7.33,0.20,0.60,2.29,8.61,3.93,0.01
12-09-2013 => DEN @ WAS,-10.00,-10.00,7.74,5.99,3.55,6.94,0.80,0.60,5.29,8.12,5.00,0.01
12-09-2013 => WAS vs DEN,-10.00,10.00,3.55,6.94,7.74,5.99,0.60,0.80,4.71,8.12,5.00,0.01
12-09-2013 => ORL @ MEM,10.00,-10.00,4.09,2.76,1.78,6.98,0.20,0.50,2.43,7.77,5.00,1.79
12-09-2013 => MEM vs ORL,-10.00,10.00,1.78,6.98,4.09,2.76,0.50,0.20,7.57,7.77,5.00,1.79
12-09-2013 => POR @ UTA,-10.00,-10.00,10.00,4.61,3.93,2.89,0.80,0.30,7.00,8.39,7.85,3.57
12-09-2013 => UTA vs POR,-10.00,10.00,3.93,2.89,10.00,4.61,0.30,0.80,3.00,8.39,2.15,3.57
12-09-2013 => DAL @ SAC,-10.00,-10.00,4.73,5.99,7.15,3.23,0.50,0.30,6.28,8.57,0.01,5.54
12-09-2013 => SAC vs DAL,-10.00,10.00,7.15,3.23,4.73,5.99,0.30,0.50,3.72,8.57,10.00,5.54
12-10-2013 => NYK @ CLE,-10.00,-10.00,3.05,6.51,1.20,5.15,0.20,0.30,4.29,7.87,0.01,9.46
12-10-2013 => CLE vs NYK,-10.00,10.00,1.20,5.15,3.05,6.51,0.30,0.20,5.71,7.87,10.00,9.46
12-10-2013 => MIA @ IND,-10.00,-10.00,4.40,8.68,5.25,9.59,0.80,0.80,3.00,7.91,5.71,0.01
12-10-2013 => IND vs MIA,-10.00,10.00,5.25,9.59,4.40,8.68,0.80,0.80,7.00,7.91,4.29,0.01
12-10-2013 => SAS @ TOR,-10.00,-10.00,8.35,6.82,4.65,4.65,0.70,0.30,7.43,8.22,8.21,10.00
12-10-2013 => TOR vs SAS,-10.00,10.00,4.65,4.65,8.35,6.82,0.30,0.70,2.57,8.22,1.79,10.00
12-10-2013 => OKC @ ATL,-10.00,-10.00,8.50,6.46,3.00,6.41,0.90,0.50,6.00,8.41,8.92,1.25
12-10-2013 => ATL vs OKC,-10.00,10.00,3.00,6.41,8.50,6.46,0.50,0.90,4.00,8.41,1.08,1.25
12-10-2013 => BOS @ BKN,-10.00,-10.00,4.65,9.94,1.50,3.08,0.70,0.30,4.43,7.97,0.72,7.50
12-10-2013 => BKN vs BOS,-10.00,10.00,1.50,3.08,4.65,9.94,0.30,0.70,5.57,7.97,9.28,7.50
12-10-2013 => MIN @ DET,-10.00,-10.00,5.80,3.94,6.40,6.06,0.30,0.60,5.29,8.51,10.00,8.21
12-10-2013 => DET vs MIN,-10.00,10.00,6.40,6.06,5.80,3.94,0.60,0.30,4.71,8.51,0.01,8.21
12-10-2013 => MIL @ CHI,-10.00,-10.00,0.01,5.86,2.20,6.56,0.20,0.30,3.29,7.44,10.00,0.01
12-10-2013 => CHI vs MIL,-10.00,10.00,2.20,6.56,0.01,5.86,0.30,0.20,6.71,7.44,0.01,0.01
12-10-2013 => PHO @ LAL,-10.00,-10.00,7.25,4.70,7.75,4.44,0.70,0.70,4.14,8.57,10.00,10.00
12-10-2013 => LAL vs PHO,-10.00,10.00,7.75,4.44,7.25,4.70,0.70,0.70,5.86,8.57,0.01,10.00
12-11-2013 => ORL @ CHA,-10.00,-10.00,2.89,2.80,1.76,9.70,0.20,0.50,3.57,7.99,10.00,0.01
12-11-2013 => CHA vs ORL,-10.00,10.00,1.76,9.70,2.89,2.80,0.50,0.20,6.43,7.99,0.01,0.01
12-11-2013 => LAC @ BOS,-10.00,-10.00,5.26,8.72,5.21,9.31,0.70,0.70,6.43,8.05,7.14,1.08
12-11-2013 => BOS vs LAC,10.00,10.00,5.21,9.31,5.26,8.72,0.70,0.70,3.57,8.05,2.86,1.08
12-11-2013 => OKC @ MEM,10.00,-10.00,8.24,6.22,1.24,7.30,0.90,0.50,6.71,7.87,10.00,10.00
12-11-2013 => MEM vs OKC,-10.00,10.00,1.24,7.30,8.24,6.22,0.50,0.90,3.29,7.87,0.01,10.00
12-11-2013 => SAS @ MIL,10.00,-10.00,8.91,6.13,0.01,6.76,0.70,0.30,8.14,7.93,10.00,2.86
12-11-2013 => MIL vs SAS,10.00,10.00,0.01,6.76,8.91,6.13,0.30,0.70,1.86,7.93,0.01,2.86
12-11-2013 => PHI @ MIN,-10.00,-10.00,5.62,0.01,6.44,3.53,0.20,0.30,1.29,8.69,9.28,3.04
12-11-2013 => MIN vs PHI,10.00,10.00,6.44,3.53,5.62,0.01,0.30,0.20,8.71,8.69,0.72,3.04
12-11-2013 => DET @ NOP,10.00,-10.00,5.51,4.71,8.97,2.16,0.50,0.60,4.29,8.43,3.22,9.64
12-11-2013 => NOP vs DET,-10.00,10.00,8.97,2.16,5.51,4.71,0.60,0.50,5.71,8.43,6.78,9.64
12-11-2013 => CHI @ NYK,10.00,-10.00,1.34,6.52,2.73,6.03,0.20,0.20,3.72,7.46,4.64,0.01
12-11-2013 => NYK vs CHI,10.00,10.00,2.73,6.03,1.34,6.52,0.20,0.20,6.28,7.46,5.36,0.01
12-11-2013 => UTA @ SAC,-10.00,-10.00,3.51,2.50,6.80,3.33,0.30,0.30,3.00,8.28,10.00,10.00
12-11-2013 => SAC vs UTA,-10.00,10.00,6.80,3.33,3.51,2.50,0.30,0.30,7.00,8.28,0.01,10.00
12-11-2013 => DAL @ GSW,-10.00,-10.00,3.92,5.20,8.14,2.01,0.40,0.40,3.29,8.67,7.85,0.01
12-11-2013 => GSW vs DAL,-10.00,10.00,8.14,2.01,3.92,5.20,0.40,0.40,6.71,8.67,2.15,0.01
12-12-2013 => LAC @ BKN,10.00,-10.00,5.31,9.40,3.04,3.70,0.70,0.40,5.29,8.16,0.01,4.11
12-12-2013 => BKN vs LAC,-10.00,10.00,3.04,3.70,5.31,9.40,0.40,0.70,4.71,8.16,10.00,4.11
12-12-2013 => HOU @ POR,-10.00,-10.00,8.15,7.73,10.00,3.94,0.80,0.80,4.29,8.82,1.79,5.54
12-12-2013 => POR vs HOU,-10.00,10.00,10.00,3.94,8.15,7.73,0.80,0.80,5.71,8.82,8.21,5.54
12-13-2013 => CHA @ IND,-10.00,-10.00,1.92,10.00,4.46,10.00,0.50,0.80,1.57,7.58,10.00,8.39
12-13-2013 => IND vs CHA,-10.00,10.00,4.46,10.00,1.92,10.00,0.80,0.50,8.43,7.58,0.01,8.39
12-13-2013 => CLE @ ORL,-10.00,-10.00,2.37,5.17,3.08,3.79,0.40,0.30,4.43,8.05,10.00,10.00
12-13-2013 => ORL vs CLE,-10.00,10.00,3.08,3.79,2.37,5.17,0.30,0.40,5.57,8.05,0.01,10.00
12-13-2013 => PHI @ TOR,-10.00,-10.00,4.91,0.01,4.33,4.58,0.10,0.30,3.00,8.34,4.29,7.14
12-13-2013 => TOR vs PHI,-10.00,10.00,4.33,4.58,4.91,0.01,0.30,0.10,7.00,8.34,5.71,7.14
12-13-2013 => WAS @ ATL,-10.00,-10.00,2.37,7.98,2.99,5.62,0.50,0.40,3.29,8.01,7.85,7.14
12-13-2013 => ATL vs WAS,-10.00,10.00,2.99,5.62,2.37,7.98,0.40,0.50,6.71,8.01,2.15,7.14
12-13-2013 => NYK @ BOS,-10.00,-10.00,2.86,6.99,5.00,8.86,0.30,0.60,4.14,7.85,4.29,0.01
12-13-2013 => BOS vs NYK,-10.00,10.00,5.00,8.86,2.86,6.99,0.60,0.30,5.86,7.85,5.71,0.01
12-13-2013 => BKN @ DET,10.00,-10.00,3.08,4.48,5.22,3.84,0.50,0.40,3.29,8.20,6.43,6.25
12-13-2013 => DET vs BKN,-10.00,10.00,5.22,3.84,3.08,4.48,0.40,0.50,6.71,8.20,3.57,6.25
12-13-2013 => MEM @ NOP,-10.00,-10.00,1.57,6.60,8.79,1.73,0.40,0.60,4.29,7.91,2.50,8.75
12-13-2013 => NOP vs MEM,-10.00,10.00,8.79,1.73,1.57,6.60,0.60,0.40,5.71,7.91,7.50,8.75
12-13-2013 => LAL @ OKC,-10.00,-10.00,7.14,3.55,8.84,4.88,0.60,0.90,1.43,8.69,0.01,8.03
12-13-2013 => OKC vs LAL,-10.00,10.00,8.84,4.88,7.14,3.55,0.90,0.60,8.57,8.69,10.00,8.03
12-13-2013 => CHI @ MIL,-10.00,-10.00,1.52,7.19,0.01,6.94,0.20,0.30,6.28,7.31,2.50,6.43
12-13-2013 => MIL vs CHI,-10.00,10.00,0.01,6.94,1.52,7.19,0.30,0.20,3.72,7.31,7.50,6.43
12-13-2013 => MIN @ SAS,-10.00,-10.00,6.61,3.75,8.79,6.55,0.40,0.70,2.72,8.59,5.71,10.00
12-13-2013 => SAS vs MIN,-10.00,10.00,8.79,6.55,6.61,3.75,0.70,0.40,7.28,8.59,4.29,10.00
12-13-2013 => UTA @ DEN,-10.00,-10.00,5.98,2.17,5.71,7.39,0.40,0.80,2.00,8.30,10.00,3.22
12-13-2013 => DEN vs UTA,-10.00,10.00,5.71,7.39,5.98,2.17,0.80,0.40,8.00,8.30,0.01,3.22
12-13-2013 => SAC @ PHO,-10.00,-10.00,6.11,2.51,7.68,3.70,0.20,0.70,3.14,8.61,3.22,10.00
12-13-2013 => PHO vs SAC,-10.00,10.00,7.68,3.70,6.11,2.51,0.70,0.20,6.86,8.61,6.78,10.00
12-13-2013 => HOU @ GSW,10.00,-10.00,7.32,7.24,7.54,2.96,0.70,0.50,4.00,8.82,10.00,10.00
12-13-2013 => GSW vs HOU,-10.00,10.00,7.54,2.96,7.32,7.24,0.50,0.70,6.00,8.82,0.01,10.00
12-14-2013 => LAL @ CHA,10.00,-10.00,6.88,2.41,1.89,9.12,0.50,0.40,4.14,8.18,9.28,0.01
12-14-2013 => CHA vs LAL,10.00,10.00,1.89,9.12,6.88,2.41,0.40,0.50,5.86,8.18,0.72,0.01
12-14-2013 => LAC @ WAS,-10.00,-10.00,3.77,8.87,2.90,8.15,0.60,0.50,6.43,7.99,10.00,10.00
12-14-2013 => WAS vs LAC,10.00,10.00,2.90,8.15,3.77,8.87,0.50,0.60,3.57,7.99,0.01,10.00
12-14-2013 => CLE @ MIA,10.00,-10.00,2.81,5.69,3.69,9.33,0.50,0.70,1.43,8.24,8.92,10.00
12-14-2013 => MIA vs CLE,-10.00,10.00,3.69,9.33,2.81,5.69,0.70,0.50,8.57,8.24,1.08,10.00
12-14-2013 => ATL @ NYK,10.00,-10.00,3.64,5.69,2.68,8.00,0.50,0.30,4.71,7.95,2.15,10.00
12-14-2013 => NYK vs ATL,10.00,10.00,2.68,8.00,3.64,5.69,0.30,0.50,5.29,7.95,7.85,10.00
12-14-2013 => TOR @ CHI,10.00,-10.00,4.34,4.77,1.41,8.00,0.30,0.30,4.00,7.72,10.00,1.08
12-14-2013 => CHI vs TOR,10.00,10.00,1.41,8.00,4.34,4.77,0.30,0.30,6.00,7.72,0.01,1.08
12-14-2013 => POR @ PHI,-10.00,-10.00,9.91,3.74,5.00,0.01,0.80,0.10,8.00,8.74,10.00,10.00
12-14-2013 => PHI vs POR,10.00,10.00,5.00,0.01,9.91,3.74,0.10,0.80,2.00,8.74,0.01,10.00
12-14-2013 => MIL @ DAL,10.00,-10.00,0.01,7.79,3.86,5.85,0.30,0.40,1.86,7.97,3.57,7.14
12-14-2013 => DAL vs MIL,-10.00,10.00,3.86,5.85,0.01,7.79,0.40,0.30,8.14,7.97,6.43,7.14
12-14-2013 => SAS @ UTA,10.00,-10.00,8.33,6.20,6.58,1.85,0.70,0.40,7.14,8.10,10.00,0.72
12-14-2013 => UTA vs SAS,10.00,10.00,6.58,1.85,8.33,6.20,0.40,0.70,2.86,8.10,0.01,0.72
12-15-2013 => HOU @ SAC,-10.00,-10.00,7.32,6.85,5.40,3.23,0.70,0.20,6.86,8.86,0.01,0.01
12-15-2013 => SAC vs HOU,-10.00,10.00,5.40,3.23,7.32,6.85,0.20,0.70,3.14,8.86,10.00,0.01
12-15-2013 => MIN @ MEM,-10.00,-10.00,6.17,4.24,1.28,6.42,0.40,0.30,6.00,8.12,8.21,4.11
12-15-2013 => MEM vs MIN,-10.00,10.00,1.28,6.42,6.17,4.24,0.30,0.40,4.00,8.12,1.79,4.11
12-15-2013 => POR @ DET,10.00,-10.00,10.00,4.50,5.36,4.98,0.80,0.50,6.00,8.63,3.93,8.92
12-15-2013 => DET vs POR,-10.00,10.00,5.36,4.98,10.00,4.50,0.50,0.80,4.00,8.63,6.07,8.92
12-15-2013 => ORL @ OKC,-10.00,-10.00,1.92,4.19,8.97,5.50,0.20,0.90,1.29,8.49,10.00,2.68
12-15-2013 => OKC vs ORL,-10.00,10.00,8.97,5.50,1.92,4.19,0.90,0.20,8.71,8.49,0.01,2.68
12-15-2013 => NOP @ DEN,-10.00,-10.00,7.74,3.19,4.09,7.81,0.60,0.70,3.00,8.49,3.57,1.25
12-15-2013 => DEN vs NOP,-10.00,10.00,4.09,7.81,7.74,3.19,0.70,0.60,7.00,8.49,6.43,1.25
12-15-2013 => GSW @ PHO,-10.00,-10.00,6.98,3.54,7.19,4.37,0.40,0.70,5.29,8.65,1.43,4.46
12-15-2013 => PHO vs GSW,-10.00,10.00,7.19,4.37,6.98,3.54,0.70,0.40,4.71,8.65,8.57,4.46
12-16-2013 => DET @ IND,10.00,-10.00,5.45,4.76,3.53,10.00,0.50,0.80,1.86,7.93,10.00,6.78
12-16-2013 => IND vs DET,-10.00,10.00,3.53,10.00,5.45,4.76,0.80,0.50,8.14,7.93,0.01,6.78
12-16-2013 => LAL @ ATL,-10.00,-10.00,5.25,3.58,3.28,6.24,0.50,0.50,3.29,8.47,0.01,8.21
12-16-2013 => ATL vs LAL,-10.00,10.00,3.28,6.24,5.25,3.58,0.50,0.50,6.71,8.47,10.00,8.21
12-16-2013 => MIN @ BOS,10.00,-10.00,5.53,3.71,3.73,9.43,0.40,0.60,5.43,8.26,1.08,4.29
12-16-2013 => BOS vs MIN,-10.00,10.00,3.73,9.43,5.53,3.71,0.60,0.40,4.57,8.26,8.92,4.29
12-16-2013 => PHI @ BKN,-10.00,-10.00,4.43,0.01,2.09,5.41,0.10,0.40,2.57,8.53,0.01,10.00
12-16-2013 => BKN vs PHI,-10.00,10.00,2.09,5.41,4.43,0.01,0.40,0.10,7.43,8.53,10.00,10.00
12-16-2013 => UTA @ MIA,-10.00,-10.00,4.75,3.58,3.03,8.77,0.40,0.70,1.57,8.20,0.01,9.46
12-16-2013 => MIA vs UTA,-10.00,10.00,3.03,8.77,4.75,3.58,0.70,0.40,8.43,8.20,10.00,9.46
12-16-2013 => WAS @ NYK,-10.00,-10.00,1.97,7.38,3.08,7.73,0.40,0.40,4.57,7.91,6.78,9.10
12-16-2013 => NYK vs WAS,-10.00,10.00,3.08,7.73,1.97,7.38,0.40,0.40,5.43,7.91,3.22,9.10
12-16-2013 => ORL @ CHI,10.00,-10.00,1.56,3.89,0.41,9.25,0.10,0.30,3.00,7.66,10.00,0.01
12-16-2013 => CHI vs ORL,-10.00,10.00,0.41,9.25,1.56,3.89,0.30,0.10,7.00,7.66,0.01,0.01
12-16-2013 => SAS @ LAC,-10.00,-10.00,6.60,7.16,3.65,8.29,0.70,0.60,5.86,8.41,0.01,6.25
12-16-2013 => LAC vs SAS,-10.00,10.00,3.65,8.29,6.60,7.16,0.60,0.70,4.14,8.41,10.00,6.25
12-17-2013 => SAC @ CHA,-10.00,-10.00,6.02,4.02,1.03,10.00,0.30,0.40,4.57,8.14,0.36,0.01
12-17-2013 => CHA vs SAC,-10.00,10.00,1.03,10.00,6.02,4.02,0.40,0.30,5.43,8.14,9.64,0.01
12-17-2013 => POR @ CLE,-10.00,-10.00,10.00,4.11,2.38,7.25,0.80,0.50,6.28,8.49,3.93,10.00
12-17-2013 => CLE vs POR,-10.00,10.00,2.38,7.25,10.00,4.11,0.50,0.80,3.72,8.49,6.07,10.00
12-17-2013 => LAL @ MEM,10.00,-10.00,4.80,4.06,1.52,6.85,0.50,0.30,4.29,7.97,9.64,3.22
12-17-2013 => MEM vs LAL,-10.00,10.00,1.52,6.85,4.80,4.06,0.30,0.50,5.71,7.97,0.36,3.22
12-17-2013 => OKC @ DEN,-10.00,-10.00,8.15,6.51,3.32,8.95,0.90,0.70,5.71,8.67,10.00,0.72
12-17-2013 => DEN vs OKC,-10.00,10.00,3.32,8.95,8.15,6.51,0.70,0.90,4.29,8.67,0.01,0.72
12-17-2013 => NOP @ GSW,-10.00,-10.00,7.46,4.02,6.84,3.80,0.60,0.40,2.43,8.55,3.57,1.43
12-17-2013 => GSW vs NOP,-10.00,10.00,6.84,3.80,7.46,4.02,0.40,0.60,7.57,8.55,6.43,1.43
12-18-2013 => IND @ MIA,-10.00,-10.00,3.23,8.75,3.74,8.30,0.70,0.70,3.86,7.87,5.71,5.18
12-18-2013 => MIA vs IND,-10.00,10.00,3.74,8.30,3.23,8.75,0.70,0.70,6.14,7.87,4.29,5.18
12-18-2013 => UTA @ ORL,-10.00,-10.00,4.24,3.57,1.17,5.19,0.40,0.20,4.14,8.01,10.00,0.01
12-18-2013 => ORL vs UTA,-10.00,10.00,1.17,5.19,4.24,3.57,0.20,0.40,5.86,8.01,0.01,0.01
12-18-2013 => CHA @ TOR,10.00,-10.00,1.79,10.00,3.31,6.10,0.50,0.30,2.86,7.85,10.00,10.00
12-18-2013 => TOR vs CHA,-10.00,10.00,3.31,6.10,1.79,10.00,0.30,0.50,7.14,7.85,0.01,10.00
12-18-2013 => SAC @ ATL,10.00,-10.00,5.29,4.19,4.28,6.84,0.30,0.60,3.29,8.49,0.01,10.00
12-18-2013 => ATL vs SAC,-10.00,10.00,4.28,6.84,5.29,4.19,0.60,0.30,6.71,8.49,10.00,10.00
12-18-2013 => DET @ BOS,-10.00,-10.00,5.14,5.31,3.85,9.46,0.60,0.70,5.00,8.03,5.71,10.00
